Run_ID,Iteration,Best_Fitness,Correct_Outputs,Active_Gates
1,1,52,52,4
1,2,52,52,4
1,3,54,54,3
1,4,54,54,3
1,5,54,54,3
1,6,56,56,3
1,7,56,56,3
1,8,58,58,4
1,9,58,58,4
1,10,58,58,4
1,11,58,58,4
1,12,58,58,4
1,13,58,58,4
1,14,59,59,4
1,15,59,59,4
1,16,59,59,4
1,17,59,59,4
1,18,59,59,4
1,19,59,59,4
1,20,59,59,4
1,21,59,59,4
1,22,59,59,4
1,23,59,59,4
1,24,59,59,4
1,25,59,59,4
1,26,59,59,4
1,27,59,59,4
1,28,59,59,4
1,29,59,59,4
1,30,59,59,4
1,31,59,59,4
1,32,59,59,4
1,33,59,59,4
1,34,59,59,4
1,35,59,59,4
1,36,59,59,4
1,37,59,59,4
1,38,59,59,4
1,39,59,59,4
1,40,59,59,4
1,41,59,59,4
1,42,59,59,4
1,43,59,59,4
1,44,59,59,4
1,45,59,59,4
1,46,59,59,4
1,47,59,59,4
1,48,59,59,4
1,49,59,59,4
1,50,59,59,4
1,51,59,59,4
1,52,59,59,4
1,53,59,59,4
1,54,59,59,4
1,55,59,59,4
1,56,59,59,4
1,57,59,59,4
1,58,59,59,4
1,59,59,59,4
1,60,59,59,4
1,61,59,59,4
1,62,59,59,4
1,63,59,59,4
1,64,59,59,4
1,65,59,59,4
1,66,59,59,4
1,67,59,59,4
1,68,59,59,4
1,69,59,59,4
1,70,59,59,4
1,71,59,59,4
1,72,59,59,4
1,73,59,59,4
1,74,59,59,4
1,75,59,59,4
1,76,59,59,4
1,77,59,59,4
1,78,59,59,4
1,79,59,59,4
1,80,59,59,4
1,81,59,59,4
1,82,59,59,4
1,83,59,59,4
1,84,59,59,4
1,85,59,59,4
1,86,59,59,4
1,87,59,59,4
1,88,59,59,4
1,89,59,59,4
1,90,59,59,4
1,91,59,59,4
1,92,59,59,4
1,93,59,59,4
1,94,59,59,4
1,95,59,59,4
1,96,59,59,4
1,97,59,59,4
1,98,59,59,4
1,99,59,59,4
1,100,59,59,4
2,1,52,52,6
2,2,52,52,6
2,3,52,52,6
2,4,52,52,6
2,5,54,54,5
2,6,54,54,5
2,7,54,54,5
2,8,54,54,5
2,9,54,54,5
2,10,54,54,5
2,11,56,56,5
2,12,56,56,5
2,13,56,56,5
2,14,56,56,5
2,15,56,56,5
2,16,56,56,5
2,17,56,56,5
2,18,56,56,5
2,19,56,56,5
2,20,56,56,5
2,21,56,56,5
2,22,56,56,5
2,23,56,56,5
2,24,56,56,5
2,25,56,56,5
2,26,56,56,5
2,27,56,56,5
2,28,56,56,5
2,29,56,56,5
2,30,56,56,5
2,31,56,56,5
2,32,56,56,5
2,33,56,56,5
2,34,56,56,5
2,35,56,56,5
2,36,56,56,5
2,37,56,56,5
2,38,56,56,5
2,39,56,56,5
2,40,56,56,5
2,41,56,56,5
2,42,56,56,5
2,43,56,56,5
2,44,56,56,5
2,45,56,56,5
2,46,56,56,5
2,47,56,56,5
2,48,56,56,5
2,49,56,56,5
2,50,58,58,6
2,51,58,58,6
2,52,58,58,6
2,53,58,58,6
2,54,58,58,6
2,55,58,58,6
2,56,58,58,6
2,57,58,58,6
2,58,58,58,6
2,59,58,58,6
2,60,58,58,6
2,61,58,58,6
2,62,58,58,6
2,63,58,58,6
2,64,58,58,6
2,65,58,58,6
2,66,58,58,6
2,67,58,58,6
2,68,58,58,6
2,69,58,58,6
2,70,58,58,6
2,71,58,58,6
2,72,58,58,6
2,73,58,58,6
2,74,58,58,6
2,75,58,58,6
2,76,58,58,6
2,77,58,58,6
2,78,58,58,6
2,79,58,58,6
2,80,58,58,6
2,81,58,58,6
2,82,58,58,6
2,83,58,58,6
2,84,58,58,6
2,85,58,58,6
2,86,58,58,6
2,87,58,58,6
2,88,58,58,6
2,89,58,58,6
2,90,58,58,6
2,91,58,58,6
2,92,58,58,6
2,93,58,58,6
2,94,58,58,6
2,95,58,58,6
2,96,58,58,6
2,97,58,58,6
2,98,58,58,6
2,99,58,58,6
2,100,58,58,6
3,1,52,52,6
3,2,54,54,5
3,3,54,54,5
3,4,54,54,5
3,5,56,56,7
3,6,56,56,7
3,7,56,56,7
3,8,56,56,7
3,9,56,56,7
3,10,56,56,7
3,11,56,56,7
3,12,56,56,7
3,13,56,56,7
3,14,56,56,7
3,15,56,56,7
3,16,56,56,7
3,17,56,56,7
3,18,56,56,7
3,19,56,56,7
3,20,56,56,7
3,21,56,56,7
3,22,56,56,7
3,23,56,56,7
3,24,56,56,7
3,25,56,56,7
3,26,56,56,7
3,27,56,56,7
3,28,56,56,7
3,29,56,56,7
3,30,56,56,7
3,31,56,56,7
3,32,56,56,7
3,33,56,56,7
3,34,56,56,7
3,35,56,56,7
3,36,56,56,7
3,37,56,56,7
3,38,56,56,7
3,39,56,56,7
3,40,56,56,7
3,41,56,56,7
3,42,56,56,7
3,43,56,56,7
3,44,56,56,7
3,45,56,56,7
3,46,56,56,7
3,47,56,56,7
3,48,56,56,7
3,49,56,56,7
3,50,56,56,7
3,51,56,56,7
3,52,56,56,7
3,53,56,56,7
3,54,56,56,7
3,55,56,56,7
3,56,56,56,7
3,57,56,56,7
3,58,56,56,7
3,59,56,56,7
3,60,56,56,7
3,61,56,56,7
3,62,56,56,7
3,63,56,56,7
3,64,56,56,7
3,65,56,56,7
3,66,56,56,7
3,67,56,56,7
3,68,56,56,7
3,69,57,57,6
3,70,57,57,6
3,71,57,57,6
3,72,57,57,6
3,73,57,57,6
3,74,57,57,6
3,75,57,57,6
3,76,57,57,6
3,77,57,57,6
3,78,58,58,6
3,79,58,58,6
3,80,58,58,6
3,81,58,58,6
3,82,58,58,6
3,83,58,58,6
3,84,58,58,6
3,85,58,58,6
3,86,58,58,6
3,87,58,58,6
3,88,58,58,6
3,89,58,58,6
3,90,58,58,6
3,91,58,58,6
3,92,58,58,6
3,93,58,58,6
3,94,58,58,6
3,95,58,58,6
3,96,58,58,6
3,97,58,58,6
3,98,58,58,6
3,99,58,58,6
3,100,58,58,6
4,1,52,52,4
4,2,54,54,4
4,3,54,54,4
4,4,54,54,4
4,5,54,54,4
4,6,54,54,4
4,7,54,54,4
4,8,54,54,4
4,9,54,54,4
4,10,54,54,4
4,11,54,54,4
4,12,54,54,4
4,13,54,54,4
4,14,54,54,4
4,15,54,54,4
4,16,54,54,4
4,17,54,54,4
4,18,54,54,4
4,19,54,54,4
4,20,56,56,4
4,21,56,56,4
4,22,56,56,4
4,23,56,56,4
4,24,56,56,4
4,25,56,56,4
4,26,56,56,4
4,27,56,56,4
4,28,56,56,4
4,29,56,56,4
4,30,56,56,4
4,31,56,56,4
4,32,56,56,4
4,33,56,56,4
4,34,56,56,4
4,35,56,56,4
4,36,56,56,4
4,37,56,56,4
4,38,56,56,4
4,39,56,56,4
4,40,56,56,4
4,41,56,56,4
4,42,56,56,4
4,43,56,56,4
4,44,56,56,4
4,45,56,56,4
4,46,56,56,4
4,47,56,56,4
4,48,56,56,4
4,49,56,56,4
4,50,56,56,4
4,51,56,56,4
4,52,56,56,4
4,53,56,56,4
4,54,56,56,4
4,55,56,56,4
4,56,56,56,4
4,57,56,56,4
4,58,56,56,4
4,59,56,56,4
4,60,56,56,4
4,61,56,56,4
4,62,56,56,4
4,63,56,56,4
4,64,56,56,4
4,65,56,56,4
4,66,56,56,4
4,67,56,56,4
4,68,56,56,4
4,69,56,56,4
4,70,56,56,4
4,71,56,56,4
4,72,56,56,4
4,73,56,56,4
4,74,56,56,4
4,75,56,56,4
4,76,56,56,4
4,77,56,56,4
4,78,56,56,4
4,79,56,56,4
4,80,56,56,4
4,81,56,56,4
4,82,56,56,4
4,83,56,56,4
4,84,56,56,4
4,85,56,56,4
4,86,56,56,4
4,87,56,56,4
4,88,56,56,4
4,89,56,56,4
4,90,56,56,4
4,91,56,56,4
4,92,56,56,4
4,93,56,56,4
4,94,56,56,4
4,95,56,56,4
4,96,56,56,4
4,97,56,56,4
4,98,56,56,4
4,99,56,56,4
4,100,56,56,4
5,1,52,52,6
5,2,52,52,6
5,3,54,54,6
5,4,54,54,6
5,5,54,54,6
5,6,54,54,6
5,7,56,56,5
5,8,56,56,5
5,9,56,56,5
5,10,56,56,5
5,11,56,56,5
5,12,56,56,5
5,13,56,56,5
5,14,56,56,5
5,15,56,56,5
5,16,56,56,5
5,17,56,56,5
5,18,56,56,5
5,19,56,56,5
5,20,56,56,5
5,21,58,58,5
5,22,58,58,5
5,23,58,58,5
5,24,58,58,5
5,25,58,58,5
5,26,58,58,5
5,27,58,58,5
5,28,58,58,5
5,29,58,58,5
5,30,58,58,5
5,31,58,58,5
5,32,58,58,5
5,33,58,58,5
5,34,58,58,5
5,35,58,58,5
5,36,58,58,5
5,37,58,58,5
5,38,58,58,5
5,39,58,58,5
5,40,58,58,5
5,41,58,58,5
5,42,58,58,5
5,43,58,58,5
5,44,58,58,5
5,45,58,58,5
5,46,58,58,5
5,47,58,58,5
5,48,58,58,5
5,49,58,58,5
5,50,58,58,5
5,51,58,58,5
5,52,58,58,5
5,53,58,58,5
5,54,58,58,5
5,55,58,58,5
5,56,58,58,5
5,57,58,58,5
5,58,58,58,5
5,59,58,58,5
5,60,58,58,5
5,61,58,58,5
5,62,58,58,5
5,63,58,58,5
5,64,58,58,5
5,65,58,58,5
5,66,58,58,5
5,67,58,58,5
5,68,58,58,5
5,69,58,58,5
5,70,58,58,5
5,71,58,58,5
5,72,58,58,5
5,73,58,58,5
5,74,58,58,5
5,75,58,58,5
5,76,58,58,5
5,77,58,58,5
5,78,58,58,5
5,79,58,58,5
5,80,58,58,5
5,81,58,58,5
5,82,58,58,5
5,83,58,58,5
5,84,58,58,5
5,85,58,58,5
5,86,58,58,5
5,87,58,58,5
5,88,58,58,5
5,89,58,58,5
5,90,58,58,5
5,91,58,58,5
5,92,58,58,5
5,93,58,58,5
5,94,58,58,5
5,95,58,58,5
5,96,58,58,5
5,97,58,58,5
5,98,58,58,5
5,99,58,58,5
5,100,58,58,5
6,1,54,54,7
6,2,54,54,7
6,3,54,54,7
6,4,54,54,7
6,5,54,54,7
6,6,56,56,4
