Log file         : logs/cgpsa_run_20260323_113446.txt
Loaded Benchmark : ../../src/plu_files/add1c.plu
Inputs / Outputs : 3 / 2

--- Starting 1+lambda Evolution via CGP-SA Hybrid ---
Function set     : Reduced  {BUFa, NOTa, AND, OR} (4 gates)
max_generations  : 100000000
max_nodes (n_c)  : 5000
levels_back      : 5000
total_dimensions : 15002
(1 + lambda)     : 1 + 5
mutation_rate    : 0.02
Temp max         : 5
Temp min         : 0.1
Cooling rate     : 0.95

Total_dimensions: 15002
Generation 1 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 2 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 3 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 4 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 5 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 6 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 7 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 8 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 9 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 10 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 11 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 12 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 13 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 14 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 15 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 16 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 17 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 18 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 19 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 20 | Best fitness: 1000 | Best Hamming Distance: 6
Generation 21 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 22 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 23 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 24 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 25 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 26 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 27 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 28 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 29 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 30 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 31 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 32 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 33 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 34 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 35 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 36 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 37 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 38 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 39 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 40 | Best fitness: 1100 | Best Hamming Distance: 5
Generation 41 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 42 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 43 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 44 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 45 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 46 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 47 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 48 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 49 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 50 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 51 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 52 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 53 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 54 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 55 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 56 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 57 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 58 | Best fitness: 1200 | Best Hamming Distance: 4
Generation 59 | Best fitness: 1200 | Best Hamming Distance: 4
